end,start,task_id,text,video_id
65.41,58.71,105253,pour vinegar,yFniLOHakvk
71.54,66.28,105253,add sugar,yFniLOHakvk
101.51,94.52,105253,add spices,yFniLOHakvk
195.56,189.16,105253,seal jar,yFniLOHakvk
221.85,198.05,105253,put jar in water,yFniLOHakvk
22.4,21.6,105253,cut cucumber,JHex_kpeAWo
40.88,39.88,105253,pour vinegar,JHex_kpeAWo
49.7,43.66,105253,add spices,JHex_kpeAWo
64.04,55.04,105253,add salt,JHex_kpeAWo
77.36,66.94,105253,add spices,JHex_kpeAWo
86.97,81.04,105253,add sugar,JHex_kpeAWo
103.15,94.15,105253,add spices,JHex_kpeAWo
159.47,106.47,105253,pack cucumbers in jar,JHex_kpeAWo
174.3,162.68,105253,pour water,JHex_kpeAWo
193.83,182.83,105253,seal jar,JHex_kpeAWo
153.5,149.46,105253,pour water,WtBh0I9Lmmk
157.48,154.68,105253,pour vinegar,WtBh0I9Lmmk
168.92,163.22,105253,add salt,WtBh0I9Lmmk
181.19,176.19,105253,add sugar,WtBh0I9Lmmk
219.25,203.75,105253,cut cucumber,WtBh0I9Lmmk
351.56,268.73,105253,add spices,WtBh0I9Lmmk
416.57,365.17,105253,pack cucumbers in jar,WtBh0I9Lmmk
468.49,417.71,105253,put vegetables in water,WtBh0I9Lmmk
500.41,471.03,105253,seal jar,WtBh0I9Lmmk
60.2,57.98,105253,pour vinegar,Rz83bdCRoF0
63.37,61.1,105253,pour water,Rz83bdCRoF0
65.75,64.15,105253,add salt,Rz83bdCRoF0
68.84,66.93,105253,add spices,Rz83bdCRoF0
103.53,96.52,105253,pack cucumbers in jar,Rz83bdCRoF0
106.68,105.02,105253,add spices,Rz83bdCRoF0
115.75,112.38,105253,pack cucumbers in jar,Rz83bdCRoF0
119.53,117.77,105253,add spices,Rz83bdCRoF0
121.94,121.11,105253,pack cucumbers in jar,Rz83bdCRoF0
136.12,134.18,105253,add spices,Rz83bdCRoF0
144.63,138.51,105253,pack cucumbers in jar,Rz83bdCRoF0
148.58,147.71,105253,add spices,Rz83bdCRoF0
160.92,159.95,105253,add spices,Rz83bdCRoF0
340.73,337.73,105253,put vegetables in water,60plfq4pOZY
392.73,389.73,105253,seal jar,60plfq4pOZY
66.85,46.82,105253,cut cucumber,ISPAy0OTrq0
85.83,81.2,105253,pour vinegar,ISPAy0OTrq0
96.88,94.48,105253,add salt,ISPAy0OTrq0
187.86,177.91,105253,seal jar,ISPAy0OTrq0
62.17,41.59,105253,cut cucumber,tJCUQ4IbUjk
164.66,163.91,105253,add spices,tJCUQ4IbUjk
186.66,185.38,105253,pack cucumbers in jar,tJCUQ4IbUjk
292.97,258.01,105253,add spices,tJCUQ4IbUjk
455.57,408.1,105253,seal jar,tJCUQ4IbUjk
509.82,488.82,105253,put jar in water,tJCUQ4IbUjk
71.19,60.31,105253,cut cucumber,goB2cnGHueg
73.58,71.52,105253,pack cucumbers in jar,goB2cnGHueg
82.1,74.81,105253,cut cucumber,goB2cnGHueg
83.41,82.26,105253,pack cucumbers in jar,goB2cnGHueg
96.52,85.28,105253,cut cucumber,goB2cnGHueg
101.26,97.45,105253,pack cucumbers in jar,goB2cnGHueg
148.76,140.77,105253,pour vinegar,goB2cnGHueg
192.25,152.8,105253,add spices,goB2cnGHueg
199.65,192.74,105253,pour water,goB2cnGHueg
206.16,201.63,105253,seal jar,goB2cnGHueg
180.07,153.35,105253,pack cucumbers in jar,9oOKar_uNpc
208.1,196.29,105253,add sugar,9oOKar_uNpc
234.64,211.64,105253,pack cucumbers in jar,9oOKar_uNpc
242.13,235.13,105253,add sugar,9oOKar_uNpc
265.16,246.16,105253,pack cucumbers in jar,9oOKar_uNpc
272.83,265.83,105253,add sugar,9oOKar_uNpc
311.55,302.55,105253,seal jar,9oOKar_uNpc
336.83,323.83,105253,pack cucumbers in jar,9oOKar_uNpc
347.88,343.48,105253,seal jar,9oOKar_uNpc
20.29,18.85,105253,cut cucumber,S7wF6S5ywo4
21.71,20.61,105253,cut onion,S7wF6S5ywo4
38.19,36.92,105253,pour water,S7wF6S5ywo4
75.47,73.33,105253,add spices,S7wF6S5ywo4
77.84,76.74,105253,pour vinegar,S7wF6S5ywo4
87.91,84.3,105253,put vegetables in water,S7wF6S5ywo4
100.47,93.86,105253,pack cucumbers in jar,S7wF6S5ywo4
136.61,132.7,105253,seal jar,S7wF6S5ywo4
99.23,44.91,105253,cut cucumber,UXh-Y7jzyTM
129.35,109.1,105253,pack cucumbers in jar,UXh-Y7jzyTM
151.45,140.35,105253,pour vinegar,UXh-Y7jzyTM
156.06,154.36,105253,add sugar,UXh-Y7jzyTM
161.29,158.76,105253,pour water,UXh-Y7jzyTM
172.95,164.52,105253,add spices,UXh-Y7jzyTM
165.45,164.57,105253,add salt,UXh-Y7jzyTM
189.87,181.64,105253,add spices,UXh-Y7jzyTM
254.8,248.63,105253,seal jar,UXh-Y7jzyTM
69.33,60.03,105253,cut cucumber,mS2Q_nRe7AI
71.92,60.92,105253,cut cucumber,mS2Q_nRe7AI
89.23,74.07,105253,pack cucumbers in jar,mS2Q_nRe7AI
78.33,78.03,105253,cut cucumber,OWwFlJrYhDs
97.78,96.36,105253,add salt,OWwFlJrYhDs
104.93,102.96,105253,add spices,OWwFlJrYhDs
113.81,110.76,105253,add spices,OWwFlJrYhDs
130.72,115.69,105253,pack cucumbers in jar,OWwFlJrYhDs
147.14,138.35,105253,pour vinegar,OWwFlJrYhDs
157.3,152.3,105253,seal jar,OWwFlJrYhDs
44.57,27.57,105253,cut cucumber,h68TQJz8PqY
65.23,60.23,105253,pour vinegar,h68TQJz8PqY
82.62,77.62,105253,add sugar,h68TQJz8PqY
194.09,151.09,105253,pack cucumbers in jar,h68TQJz8PqY
336.03,317.73,105253,seal jar,h68TQJz8PqY
366.69,350.19,105253,put jar in water,h68TQJz8PqY
72.9,65.3,105253,pour vinegar,EEJJtGswxLE
86.36,77.36,105253,add sugar,EEJJtGswxLE
114.37,107.37,105253,add spices,EEJJtGswxLE
212.98,123.38,105253,pack cucumbers in jar,EEJJtGswxLE
302.57,293.57,105253,seal jar,EEJJtGswxLE
66.45,55.93,105253,cut cucumber,WTx0f4z0aAE
106.61,99.6,105253,add salt,WTx0f4z0aAE
114.66,111.02,105253,pour vinegar,WTx0f4z0aAE
116.72,114.92,105253,add sugar,WTx0f4z0aAE
132.74,116.04,105253,add spices,WTx0f4z0aAE
244.21,235.77,105253,put vegetables in water,WTx0f4z0aAE
294.36,283.32,105253,pack cucumbers in jar,WTx0f4z0aAE
329.46,320.14,105253,pack cucumbers in jar,WTx0f4z0aAE
407.41,379.22,105253,seal jar,WTx0f4z0aAE
425.61,415.13,105253,put jar in water,WTx0f4z0aAE
40.52,36.12,105253,cut cucumber,UGvbb_i91zI
55.52,52.3,105253,add spices,UGvbb_i91zI
57.37,55.42,105253,add salt,UGvbb_i91zI
59.01,57.79,105253,add sugar,UGvbb_i91zI
77.68,59.49,105253,add spices,UGvbb_i91zI
81.33,77.8,105253,pour vinegar,UGvbb_i91zI
84.53,81.22,105253,put vegetables in water,UGvbb_i91zI
30.29,24.89,109972,peel banana,24cTWScIYlc
37.12,31.89,109972,cut banana,24cTWScIYlc
77.89,73.28,109972,put bananas into blender,24cTWScIYlc
84.47,78.91,109972,mix ingredients,24cTWScIYlc
86.36,73.93,109972,put bananas into blender,fkJVun3NveM
168.53,104.58,109972,mix ingredients,fkJVun3NveM
115.54,106.73,109972,pour milk,fkJVun3NveM
124.04,121.41,109972,pour milk,fkJVun3NveM
151.75,134.79,109972,put bananas into blender,fkJVun3NveM
28.52,26.86,109972,put bananas into blender,QAKsFGaZ-O0
64.62,52.94,109972,mix ingredients,QAKsFGaZ-O0
86.0,72.87,109972,mix ingredients,QAKsFGaZ-O0
135.88,93.75,109972,mix ingredients,QAKsFGaZ-O0
67.17,60.42,109972,cut banana,w4-QneRhfak
86.69,76.49,109972,put bananas into blender,w4-QneRhfak
165.45,155.06,109972,mix ingredients,w4-QneRhfak
182.45,170.81,109972,mix ingredients,w4-QneRhfak
204.59,188.7,109972,mix ingredients,w4-QneRhfak
25.39,18.39,109972,put bananas into blender,ZvuZQzDCGaI
33.46,28.66,109972,pour milk,ZvuZQzDCGaI
49.97,38.97,109972,mix ingredients,ZvuZQzDCGaI
72.56,57.56,109972,put bananas into blender,DZsJB5KIuZs
157.58,136.62,109972,mix ingredients,DZsJB5KIuZs
45.43,41.72,109972,peel banana,E2Vu3O1BB10
46.42,45.81,109972,put bananas into blender,E2Vu3O1BB10
81.95,73.77,109972,mix ingredients,E2Vu3O1BB10
10.71,5.74,109972,cut banana,PCkCp0SbQ5A
18.49,16.29,109972,put bananas into blender,PCkCp0SbQ5A
36.93,34.63,109972,mix ingredients,PCkCp0SbQ5A
45.54,42.13,109972,mix ingredients,PCkCp0SbQ5A
55.08,50.44,109972,mix ingredients,PCkCp0SbQ5A
102.63,89.63,109972,peel banana,ayWPyP5BPYY
118.15,103.15,109972,cut banana,ayWPyP5BPYY
197.53,184.53,109972,put bananas into blender,ayWPyP5BPYY
210.21,201.61,109972,mix ingredients,ayWPyP5BPYY
260.62,249.62,109972,pour milk,ayWPyP5BPYY
342.08,331.08,109972,mix ingredients,ayWPyP5BPYY
32.98,32.68,109972,put bananas into blender,2Lb_HjJWrJQ
46.36,33.74,109972,pour milk,2Lb_HjJWrJQ
99.73,56.84,109972,mix ingredients,2Lb_HjJWrJQ
85.67,62.45,109972,pour milk,2Lb_HjJWrJQ
30.66,27.66,109972,put bananas into blender,hhKcPXFJG2Y
34.39,33.19,109972,pour milk,hhKcPXFJG2Y
50.15,44.75,109972,mix ingredients,hhKcPXFJG2Y
98.49,84.09,109972,peel banana,rJx94d1cPiA
135.03,99.13,109972,cut banana,rJx94d1cPiA
249.8,242.8,109972,put bananas into blender,rJx94d1cPiA
306.51,291.51,109972,mix ingredients,rJx94d1cPiA
34.65,27.75,109972,peel banana,IBwBvFlhIaE
78.12,62.58,109972,cut banana,IBwBvFlhIaE
81.1,69.2,109972,put bananas into blender,IBwBvFlhIaE
93.76,82.76,109972,mix ingredients,IBwBvFlhIaE
1.17,0.0,109972,pour milk,lJxdpjpgL8s
65.49,41.94,109972,put bananas into blender,lJxdpjpgL8s
46.69,37.69,109972,cut banana,cBirifhqHr4
51.05,46.05,109972,put bananas into blender,cBirifhqHr4
122.89,120.29,109972,mix ingredients,cBirifhqHr4
21.82,16.91,109972,peel banana,Zr3D6NKcg_A
27.9,23.71,109972,cut banana,Zr3D6NKcg_A
55.05,50.63,109972,put bananas into blender,Zr3D6NKcg_A
60.51,56.37,109972,mix ingredients,Zr3D6NKcg_A
68.31,66.91,109972,mix ingredients,Zr3D6NKcg_A
64.39,29.39,109972,peel banana,tGEIOZKTrOE
79.74,72.74,109972,pour milk,tGEIOZKTrOE
149.52,142.72,109972,put bananas into blender,tGEIOZKTrOE
200.89,186.51,109972,mix ingredients,tGEIOZKTrOE
67.11,59.31,109972,peel banana,9kcyxgfPQKs
77.94,68.94,109972,put bananas into blender,9kcyxgfPQKs
106.62,103.02,109972,pour milk,9kcyxgfPQKs
135.42,115.82,109972,mix ingredients,9kcyxgfPQKs
105.97,99.87,113766,season steak,2DpvnVh8MBo
116.35,111.35,113766,open lid,2DpvnVh8MBo
132.35,125.35,113766,put steak on grill,2DpvnVh8MBo
140.36,133.66,113766,close lid,2DpvnVh8MBo
165.59,158.59,113766,open lid,2DpvnVh8MBo
189.0,175.2,113766,flip steak,2DpvnVh8MBo
201.78,195.98,113766,close lid,2DpvnVh8MBo
243.09,241.19,113766,open lid,2DpvnVh8MBo
290.48,281.48,113766,take steak from grill,2DpvnVh8MBo
319.52,305.62,113766,cut steak,2DpvnVh8MBo
113.83,106.33,113766,season steak,WrHdbhtJNfA
219.84,210.84,113766,put steak on grill,WrHdbhtJNfA
243.8,239.2,113766,flip steak,WrHdbhtJNfA
303.98,298.78,113766,flip steak,WrHdbhtJNfA
347.75,341.45,113766,take steak from grill,WrHdbhtJNfA
399.73,383.13,113766,cut steak,WrHdbhtJNfA
405.62,402.62,113766,taste steak,WrHdbhtJNfA
420.76,419.06,113766,taste steak,WrHdbhtJNfA
144.35,119.25,113766,season steak,Dk3DPGB8mwM
185.99,176.99,113766,put steak on grill,Dk3DPGB8mwM
193.05,185.66,113766,close lid,Dk3DPGB8mwM
197.0,193.03,113766,open lid,Dk3DPGB8mwM
201.32,196.02,113766,flip steak,Dk3DPGB8mwM
211.28,206.28,113766,close lid,Dk3DPGB8mwM
221.66,214.66,113766,open lid,Dk3DPGB8mwM
226.34,221.34,113766,flip steak,Dk3DPGB8mwM
241.13,236.13,113766,close lid,Dk3DPGB8mwM
243.58,239.38,113766,open lid,Dk3DPGB8mwM
247.3,244.2,113766,flip steak,Dk3DPGB8mwM
270.93,267.93,113766,close lid,Dk3DPGB8mwM
273.53,272.33,113766,open lid,Dk3DPGB8mwM
276.28,274.35,113766,flip steak,Dk3DPGB8mwM
316.16,302.73,113766,flip steak,Dk3DPGB8mwM
355.67,317.3,113766,check temperature,Dk3DPGB8mwM
370.1,366.95,113766,open lid,Dk3DPGB8mwM
385.44,376.44,113766,take steak from grill,Dk3DPGB8mwM
526.87,420.63,113766,cut steak,Dk3DPGB8mwM
68.62,32.72,113766,season steak,AS8K9Oa43EQ
144.71,141.71,113766,put steak on grill,AS8K9Oa43EQ
168.44,163.04,113766,flip steak,AS8K9Oa43EQ
194.34,187.54,113766,check temperature,AS8K9Oa43EQ
209.29,206.49,113766,take steak from grill,AS8K9Oa43EQ
231.24,227.74,113766,cut steak,AS8K9Oa43EQ
248.96,244.46,113766,taste steak,AS8K9Oa43EQ
268.3,267.3,113766,taste steak,AS8K9Oa43EQ
104.7,89.4,113766,season steak,bQBNnsExUlg
116.1,113.4,113766,put steak on grill,bQBNnsExUlg
129.09,125.89,113766,flip steak,bQBNnsExUlg
212.98,209.28,113766,take steak from grill,bQBNnsExUlg
242.89,226.89,113766,cut steak,bQBNnsExUlg
259.49,254.99,113766,taste steak,bQBNnsExUlg
131.05,102.29,113766,season steak,p9qgGach0QQ
133.32,131.91,113766,open lid,p9qgGach0QQ
147.92,140.4,113766,move steak on grill,p9qgGach0QQ
174.67,159.99,113766,flip steak,p9qgGach0QQ
193.4,189.47,113766,move steak on grill,p9qgGach0QQ
200.83,198.35,113766,close lid,p9qgGach0QQ
205.61,204.07,113766,open lid,p9qgGach0QQ
215.53,208.5,113766,flip steak,p9qgGach0QQ
227.07,225.82,113766,close lid,p9qgGach0QQ
230.79,229.36,113766,open lid,p9qgGach0QQ
246.36,245.43,113766,close lid,p9qgGach0QQ
250.33,248.6,113766,open lid,p9qgGach0QQ
258.8,257.25,113766,close lid,p9qgGach0QQ
262.3,261.61,113766,open lid,p9qgGach0QQ
274.6,271.92,113766,close lid,p9qgGach0QQ
282.62,281.28,113766,open lid,p9qgGach0QQ
312.85,293.64,113766,take steak from grill,p9qgGach0QQ
338.17,326.94,113766,top steak,p9qgGach0QQ
378.18,371.76,113766,taste steak,p9qgGach0QQ
103.92,91.32,113766,season steak,po0aE0MpdVE
107.91,103.21,113766,put steak on grill,po0aE0MpdVE
116.29,114.79,113766,flip steak,po0aE0MpdVE
144.26,130.56,113766,check temperature,po0aE0MpdVE
145.96,143.76,113766,take steak from grill,po0aE0MpdVE
100.17,94.7,113766,put steak on grill,dqtuZebQ_ks
126.08,111.08,113766,flip steak,dqtuZebQ_ks
152.46,148.78,113766,take steak from grill,dqtuZebQ_ks
230.26,227.04,113766,take steak from grill,dqtuZebQ_ks
310.28,278.5,113766,season steak,dl91S-X_VJs
384.6,343.82,113766,season steak,dl91S-X_VJs
393.85,387.75,113766,put steak on grill,dl91S-X_VJs
439.87,428.7,113766,flip steak,dl91S-X_VJs
448.01,430.15,113766,move steak on grill,dl91S-X_VJs
480.54,475.19,113766,put steak on grill,dl91S-X_VJs
487.84,482.28,113766,close lid,dl91S-X_VJs
495.48,488.85,113766,open lid,dl91S-X_VJs
505.15,499.37,113766,take steak from grill,dl91S-X_VJs
518.14,508.46,113766,cut steak,dl91S-X_VJs
533.04,530.48,113766,cut steak,dl91S-X_VJs
536.95,533.98,113766,taste steak,dl91S-X_VJs
146.33,96.0,113766,season steak,MdHpekvJM-Y
182.17,177.74,113766,put steak on grill,MdHpekvJM-Y
216.29,211.97,113766,close lid,MdHpekvJM-Y
218.6,216.69,113766,open lid,MdHpekvJM-Y
246.61,244.34,113766,close lid,MdHpekvJM-Y
250.13,246.72,113766,open lid,MdHpekvJM-Y
277.8,258.43,113766,flip steak,MdHpekvJM-Y
284.19,282.3,113766,open lid,MdHpekvJM-Y
374.02,285.68,113766,flip steak,MdHpekvJM-Y
384.83,376.47,113766,check temperature,MdHpekvJM-Y
407.19,406.07,113766,open lid,MdHpekvJM-Y
417.66,407.67,113766,check temperature,MdHpekvJM-Y
490.46,482.08,113766,cut steak,MdHpekvJM-Y
12.57,6.8,113766,season steak,aY16eSniUmk
22.01,20.51,113766,put steak on grill,aY16eSniUmk
26.63,24.63,113766,flip steak,aY16eSniUmk
29.84,28.14,113766,open lid,aY16eSniUmk
38.84,36.94,113766,close lid,aY16eSniUmk
49.95,43.41,113766,flip steak,aY16eSniUmk
54.45,52.75,113766,top steak,aY16eSniUmk
115.49,104.49,113766,put steak on grill,fAEZKPOcI5Y
119.72,115.84,113766,close lid,fAEZKPOcI5Y
183.89,181.49,113766,open lid,fAEZKPOcI5Y
190.08,185.08,113766,take steak from grill,fAEZKPOcI5Y
190.53,185.53,113766,close lid,fAEZKPOcI5Y
221.72,217.31,113766,open lid,fAEZKPOcI5Y
225.65,222.65,113766,take steak from grill,fAEZKPOcI5Y
62.23,49.13,113766,season steak,70jQPy4UQ9M
154.6,151.6,113766,put steak on grill,70jQPy4UQ9M
187.59,182.99,113766,flip steak,70jQPy4UQ9M
230.14,227.14,113766,take steak from grill,70jQPy4UQ9M
239.21,233.01,113766,top steak,70jQPy4UQ9M
252.25,247.65,113766,cut steak,70jQPy4UQ9M
261.24,256.74,113766,taste steak,70jQPy4UQ9M
81.59,76.17,113766,season steak,p0fXV5lWjkQ
82.95,81.29,113766,put steak on grill,p0fXV5lWjkQ
144.49,134.87,113766,flip steak,p0fXV5lWjkQ
167.65,165.49,113766,season steak,p0fXV5lWjkQ
189.53,188.01,113766,season steak,p0fXV5lWjkQ
189.85,189.58,113766,put steak on grill,p0fXV5lWjkQ
199.06,194.32,113766,season steak,p0fXV5lWjkQ
214.49,212.09,113766,put steak on grill,p0fXV5lWjkQ
223.39,218.03,113766,flip steak,p0fXV5lWjkQ
248.67,243.41,113766,take steak from grill,p0fXV5lWjkQ
110.22,60.09,113766,season steak,WV_MNL8Hw2g
